_id,business_name,group,current_category,current_categories,current_display_categories,proposed_display_categories,source_field,source_value,exact_mapping_rule,confidence,public_search_fields_before,projected_public_search_eligibility_after,manual_review_required,why_public_or_not
"67f73dec1d08a04e139a9cd2","paint moore los angeles","protected","","Paint & Sip","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""paint-moore-los-angeles"",""slug"":""paint-moore-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""paint moore los angeles"",""address"":""Los Angeles, CA 90018"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cbe","sherman oaks repair services los angeles","protected","","Appliances & Repair","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""sherman-oaks-repair-services-los-angeles"",""slug"":""sherman-oaks-repair-services-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""sherman oaks repair services los angeles"",""address"":""Los Angeles, CA 91423"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cc5","makeup by elia los angeles 2","protected","","Makeup Artists","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""makeup-by-elia-los-angeles-2"",""slug"":""makeup-by-elia-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""makeup by elia los angeles 2"",""address"":""Los Angeles, CA 90038"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cd1","show ready dtla los angeles","protected","","Home Cleaning","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""show-ready-dtla-los-angeles"",""slug"":""show-ready-dtla-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""show ready dtla los angeles"",""address"":""Los Angeles, CA 90015"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cbf","majays dog bathing los angeles 12","protected","","Pet Groomers","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""majays-dog-bathing-los-angeles-12"",""slug"":""majays-dog-bathing-los-angeles-12"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""majays dog bathing los angeles 12"",""address"":""10345 S Central Ave Los Angeles, CA 90002"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cef","3 lady bugs events and party rentals los angeles","protected","","Party Equipment Rentals","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""3-lady-bugs-events-and-party-rentals-los-angeles"",""slug"":""3-lady-bugs-events-and-party-rentals-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""3 lady bugs events and party rentals los angeles"",""address"":""Los Angeles, CA 90037"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cd7","ian medina real estate private educational tutor los angeles 6","protected","","Vocational & Technical School","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""ian-medina-real-estate-private-educational-tutor-los-angeles-6"",""slug"":""ian-medina-real-estate-private-educational-tutor-los-angeles-6"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""ian medina real estate private educational tutor los angeles 6"",""address"":""6709 La Tijera Blvd Los Angeles, CA 90045"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cfd","shef catering services los angeles","protected","","Caterers","Restaurants","","","","","","{""status"":""approved"",""approved"":null,""alias"":""shef-catering-services-los-angeles"",""slug"":""shef-catering-services-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""shef catering services los angeles"",""address"":""Los Angeles, CA 90016"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cff","train with nikki los angeles 4","protected","","Trainers","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""train-with-nikki-los-angeles-4"",""slug"":""train-with-nikki-los-angeles-4"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""train with nikki los angeles 4"",""address"":""Los Angeles, CA 90001"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cd4","ali optimal wellness los angeles","protected","","Acupuncture","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""ali-optimal-wellness-los-angeles"",""slug"":""ali-optimal-wellness-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""ali optimal wellness los angeles"",""address"":""10801 National Blvd Ste 210 Los Angeles, CA 90064"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ceb","delicate minds los angeles","protected","","Music Production Services","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""delicate-minds-los-angeles"",""slug"":""delicate-minds-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""delicate minds los angeles"",""address"":""215 W 5th St Ste 304 Los Angeles, CA 90013"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cdd","voice lessons with micayla los angeles 4","protected","","Vocal Coach","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""voice-lessons-with-micayla-los-angeles-4"",""slug"":""voice-lessons-with-micayla-los-angeles-4"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""voice lessons with micayla los angeles 4"",""address"":""Los Angeles, CA 90028"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cde","d reel cinema los angeles","protected","","Video/Film Production","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""d-reel-cinema-los-angeles"",""slug"":""d-reel-cinema-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""d reel cinema los angeles"",""address"":""Los Angeles, CA 91615"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cda","morris media studios los angeles","protected","","Recording & Rehearsal Studios","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""morris-media-studios-los-angeles"",""slug"":""morris-media-studios-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""morris media studios los angeles"",""address"":""4309 Crenshaw Blvd Los Angeles, CA 90008"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ce2","costen ruiz law los angeles","protected","","Criminal Defense Law","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""costen-ruiz-law-los-angeles"",""slug"":""costen-ruiz-law-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""costen ruiz law los angeles"",""address"":""3435 Wilshire Blvd. STE 1195 Los Angeles, CA 90010"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cf8","add outlook window tinting services los angeles","protected","","Home Window Tinting","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""add-outlook-window-tinting-services-los-angeles"",""slug"":""add-outlook-window-tinting-services-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""add outlook window tinting services los angeles"",""address"":""Los Angeles, CA 91344"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cf3","les affaires event planning specialists and catering los angeles","protected","","Caterers","Restaurants","","","","","","{""status"":""approved"",""approved"":null,""alias"":""les-affaires-event-planning-specialists-and-catering-los-angeles"",""slug"":""les-affaires-event-planning-specialists-and-catering-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""les affaires event planning specialists and catering los angeles"",""address"":""3717 S La Brea Ave Ste 325 Los Angeles, CA 90016"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9d02","rise academy foundation los angeles 2","protected","","Trainers","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""rise-academy-foundation-los-angeles-2"",""slug"":""rise-academy-foundation-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""rise academy foundation los angeles 2"",""address"":""Los Angeles, CA 91601"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cf7","peter benjamin los angeles 2","protected","","Mortgage Brokers","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""peter-benjamin-los-angeles-2"",""slug"":""peter-benjamin-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""peter benjamin los angeles 2"",""address"":""Los Angeles, CA 90001"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cfc","solar clean service los angeles","protected","","Solar Panel Cleaning","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""solar-clean-service-los-angeles"",""slug"":""solar-clean-service-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""solar clean service los angeles"",""address"":""Los Angeles, CA 90044"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cc0","ccd custom development los angeles","protected","","Contractors","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""ccd-custom-development-los-angeles"",""slug"":""ccd-custom-development-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""ccd custom development los angeles"",""address"":""Los Angeles, CA 90004"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cc4","all security lock and key los angeles 6","protected","","Keys & Locksmiths","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""all-security-lock-and-key-los-angeles-6"",""slug"":""all-security-lock-and-key-los-angeles-6"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""all security lock and key los angeles 6"",""address"":""8719 Pickford St Los Angeles, CA 90035"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ce1","sunrise cleaning service los angeles 7","protected","","Home Cleaning","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""sunrise-cleaning-service-los-angeles-7"",""slug"":""sunrise-cleaning-service-los-angeles-7"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""sunrise cleaning service los angeles 7"",""address"":""1631 S La Brea Ave Los Angeles, CA 90019"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ce4","thomas editions fine art printer los angeles","protected","","Printing Services","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""thomas-editions-fine-art-printer-los-angeles"",""slug"":""thomas-editions-fine-art-printer-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""thomas editions fine art printer los angeles"",""address"":""3909 1/2 Sawtelle Blvd Los Angeles, CA 90066"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cd6","cultural garden los angeles 2","protected","","Nanny Services","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""cultural-garden-los-angeles-2"",""slug"":""cultural-garden-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""cultural garden los angeles 2"",""address"":""2680 Locksley Pl Los Angeles, CA 90039"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cf1","quality 1 cleaning services los angeles","protected","","Office Cleaning","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""quality-1-cleaning-services-los-angeles"",""slug"":""quality-1-cleaning-services-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""quality 1 cleaning services los angeles"",""address"":""Los Angeles, CA 90047"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cfb","melrose la brea animal hospital los angeles","protected","","Veterinarians","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""melrose-la-brea-animal-hospital-los-angeles"",""slug"":""melrose-la-brea-animal-hospital-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""melrose la brea animal hospital los angeles"",""address"":""7116 Melrose Ave Los Angeles, CA 90046"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ccf","new birth builders los angeles","protected","","Roofing","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""new-birth-builders-los-angeles"",""slug"":""new-birth-builders-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""new birth builders los angeles"",""address"":""Los Angeles, CA 90015"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ce3","mr marcus plumbing los angeles","protected","","Plumbing","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""mr-marcus-plumbing-los-angeles"",""slug"":""mr-marcus-plumbing-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""mr marcus plumbing los angeles"",""address"":""Los Angeles, CA 90016"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ced","survival1cpr los angeles 2","protected","","First Aid Classes","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""survival1cpr-los-angeles-2"",""slug"":""survival1cpr-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""survival1cpr los angeles 2"",""address"":""Los Angeles, CA 90001"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cec","photojenic artistree los angeles","protected","","Session Photography","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""photojenic-artistree-los-angeles"",""slug"":""photojenic-artistree-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""photojenic artistree los angeles"",""address"":""Los Angeles, CA 90035"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cfe","steve jones cruises los angeles 4","protected","","Travel Services","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""steve-jones-cruises-los-angeles-4"",""slug"":""steve-jones-cruises-los-angeles-4"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""steve jones cruises los angeles 4"",""address"":""Los Angeles, CA 90037"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ccb","la crème de la crème concierge and management los angeles 2","protected","","Party & Event Planning","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""la-creme-de-la-creme-concierge-and-management-los-angeles-2"",""slug"":""la-creme-de-la-creme-concierge-and-management-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""la crème de la crème concierge and management los angeles 2"",""address"":""Los Angeles, CA 90015"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9ce6","shanell j management los angeles","protected","","Bartenders","Nightlife","","","","","","{""status"":""approved"",""approved"":null,""alias"":""shanell-j-management-los-angeles"",""slug"":""shanell-j-management-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""shanell j management los angeles"",""address"":""3651 S La Brea Ave Ste 288 Los Angeles, CA 90016"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cfa","fancy spaw los angeles 2","protected","","Pet Groomers","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""fancy-spaw-los-angeles-2"",""slug"":""fancy-spaw-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""fancy spaw los angeles 2"",""address"":""Los Angeles, CA 90061"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cb1","dta studios los angeles 2","protected","","Music Production Services","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""dta-studios-los-angeles-2"",""slug"":""dta-studios-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""dta studios los angeles 2"",""address"":""Los Angeles, CA 90015"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cb9","reed and room co los angeles","protected","","Interior Design","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""reed-and-room-co-los-angeles"",""slug"":""reed-and-room-co-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""reed and room co los angeles"",""address"":""Los Angeles, CA 90005"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cc9","wrk fitness studio los angeles","protected","","Trainers","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""wrk-fitness-studio-los-angeles"",""slug"":""wrk-fitness-studio-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""wrk fitness studio los angeles"",""address"":""13559 Ventura Blvd Los Angeles, CA 91423"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cb2","wardrobe department los angeles 2","protected","","Accessories","Shopping","","","","","","{""status"":""approved"",""approved"":null,""alias"":""wardrobe-department-los-angeles-2"",""slug"":""wardrobe-department-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""wardrobe department los angeles 2"",""address"":""311 S Sweetzer Ave Los Angeles, CA 90048"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cdf","thrifty rents los angeles","protected","","Costumes","Shopping","","","","","","{""status"":""approved"",""approved"":null,""alias"":""thrifty-rents-los-angeles"",""slug"":""thrifty-rents-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""thrifty rents los angeles"",""address"":""985 Marview Ave Los Angeles, CA 90012"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9d05","resprii personal care service los angeles","protected","","Home Health Care","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""resprii-personal-care-service-los-angeles"",""slug"":""resprii-personal-care-service-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""resprii personal care service los angeles"",""address"":""16861 Ventura Blvd Ste 309 Los Angeles, CA 91436"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cdb","organized to the t los angeles","protected","","Home Organization","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""organized-to-the-t-los-angeles"",""slug"":""organized-to-the-t-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""organized to the t los angeles"",""address"":""Los Angeles, CA 90016"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cf0","aa party supplies los angeles","protected","","Party Equipment Rentals","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""aa-party-supplies-los-angeles"",""slug"":""aa-party-supplies-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""aa party supplies los angeles"",""address"":""Los Angeles, CA 90047"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cc1","paint pour n party los angeles","protected","","Paint & Sip","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""paint-pour-n-party-los-angeles"",""slug"":""paint-pour-n-party-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""paint pour n party los angeles"",""address"":""Los Angeles, CA 90019"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9c78","jimmi weaver los angeles","protected","","Real Estate Agents","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""jimmi-weaver-los-angeles"",""slug"":""jimmi-weaver-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""jimmi weaver los angeles"",""address"":""3801 Sutro Ave Los Angeles, CA 90008"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cb4","the photo lab la los angeles 5","protected","","Video/Film Production","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-photo-lab-la-los-angeles-5"",""slug"":""the-photo-lab-la-los-angeles-5"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""the photo lab la los angeles 5"",""address"":""4108 Crenshaw Blvd Los Angeles, CA 90008"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cb5","holistic life los angeles","protected","","Nutritionists","Gym, Fitness Health and Wellness","","","","","","{""status"":""approved"",""approved"":null,""alias"":""holistic-life-los-angeles"",""slug"":""holistic-life-los-angeles"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""holistic life los angeles"",""address"":""Los Angeles, CA 90046"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9cf9","all world communications los angeles 2","protected","","Telecommunications","Services","","","","","","{""status"":""approved"",""approved"":null,""alias"":""all-world-communications-los-angeles-2"",""slug"":""all-world-communications-los-angeles-2"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""all world communications los angeles 2"",""address"":""10401 Venice Blvd Ste 200 Los Angeles, CA 90034"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9a93","The Londoner by Anthony Morrison","protected","","Hair Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-londoner-by-anthony-morrison"",""slug"":""the-londoner-by-anthony-morrison"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""The Londoner by Anthony Morrison"",""address"":""1049 Aviation Blvd, Hermosa Beach, CA 90254"",""city"":""Hermosa Beach"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9aa0","Hair And Makeup by Satis","protected","","Hair Stylists, Makeup Artists","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""hair-and-makeup-by-satis"",""slug"":""hair-and-makeup-by-satis"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""Hair And Makeup by Satis"",""address"":""15600 Mulholland Dr, Apt A, Los Angeles, CA 90077"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9bfb","pasadena fish market","protected","","Restaurants","Restaurants","","","","","","{""status"":""approved"",""approved"":null,""alias"":""pasadena-fish-market"",""slug"":""pasadena-fish-market"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""pasadena fish market"",""address"":""181 E Orange Grove Blvd Pasadena, CA 91103"",""city"":""Pasadena"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9a77","Powder Beauty","protected","","Nail Salons, Waxing, Eyelash Service","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""powder-beauty"",""slug"":""powder-beauty"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""Powder Beauty"",""address"":""452 S La Brea Ave, Los Angeles, CA 90036"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9a7d","Image of Africa","protected","","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""image-of-africa"",""slug"":""image-of-africa"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""Image of Africa"",""address"":""3860 Crenshaw Blvd, Ste 228, Los Angeles, CA 90008"",""city"":""Los Angeles"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
"67f73dec1d08a04e139a9a7a","Silver Liner Mobile Massage Studio","protected","","Massage, Massage Therapy","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""silver-liner-mobile-massage-studio"",""slug"":""silver-liner-mobile-massage-studio"",""isComplete"":true,""completenessScore"":70,""qualityScore"":70,""isTest"":null,""auditTag"":null,""business_name"":""Silver Liner Mobile Massage Studio"",""address"":""Irvine, CA 92612"",""city"":""Irvine"",""state"":""CA""}","unchanged","false","part_of_complete_332_public_population"
