_id,protected_or_non_protected,current_business_name,researched_business_name,current_address,researched_address,current_phone,researched_phone,current_website,researched_website,current_category_fields,proposed_category_fields,operating_status,duplicate_status,matched_existing_record_id,source_url_1,source_url_2,evidence_summary,confidence,current_exclusion_reason,fixes_required,approval_ready,manual_review_required,projected_public_search_eligibility,date_researched,protected_live_eligibility_before,business_name_missing_before,identified_missing_name,inferred_name_method,inferred_name_confidence,category_inference_confidence,exact_phone,exact_website_domain,normalized_address_key,alias_or_slug,raw_snapshot_hash,identity_evidence_count,strong_identity_evidence_count,has_officialish_source
"67f73dec1d08a04e139a9ab4","protected","Fresh Cuts Barber","Fresh Cuts Barber","19458 Ventura Blvd, Tarzana, CA 91356, Tarzana, CA","19458 Ventura Blvd, Tarzana, CA 91356","18186546104","8186546104","https://www.yelp.com/biz/fresh-cuts-barber-tarzana","https://www.yelp.com/biz/fresh-cuts-barber-tarzana","{""category"":null,""categories"":""Barbershop"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":null,""categories"":""Barbershop"",""display_categories"":""Beauty, Grooming and Personal Care""}","approved","unrelated businesses with similar names","67c9ead1818d604b84e5a49a","https://www.yelp.com/biz/fresh-cuts-barber-tarzana","","address:19458 Ventura Blvd, Tarzana, CA 91356 | phone:18186546104 | website:https://www.yelp.com/biz/fresh-cuts-barber-tarzana | description:Local barbershop offering haircuts, fades, line-ups, and grooming services. Call ahead for hours and appointments. | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","verified","insufficient verification","","false","true","true","2026-06-21","true","false","false","existing","verified","high","8186546104","yelp.com","19458 ventura blvd tarzana ca 91356|tarzana|ca","fresh-cuts-barber","222a53ff258c563f8aba868429ec8e571b592415","4","3","true"
"67f73dec1d08a04e139a9ab5","protected","ExecutiveCuts","ExecutiveCuts","5362 W Pico Blvd, Los Angeles, CA 90019, Los Angeles, CA","5362 W Pico Blvd, Los Angeles, CA 90019","13232723200","3232723200","https://www.yelp.com/biz/executivecuts-los-angeles","https://www.yelp.com/biz/executivecuts-los-angeles","{""category"":null,""categories"":""Barbershop"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":null,""categories"":""Barbershop"",""display_categories"":""Beauty, Grooming and Personal Care""}","approved","unrelated businesses with similar names","67c9ead1818d604b84e5a49d","https://www.yelp.com/biz/executivecuts-los-angeles","","address:5362 W Pico Blvd, Los Angeles, CA 90019 | phone:13232723200 | website:https://www.yelp.com/biz/executivecuts-los-angeles | description:Local barbershop offering haircuts, fades, line-ups, and grooming services. Call ahead for hours and appointments. | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","verified","insufficient verification","","false","true","true","2026-06-21","true","false","false","existing","verified","high","3232723200","yelp.com","5362 w pico blvd los angeles ca 90019|los angeles|ca","executivecuts","77853dd351b395e570002c238c079bd217dac4cb","4","3","true"
"67f73dec1d08a04e139a9ab9","protected","The Artform Studio","The Artform Studio","5611 N Figueroa St, Ste 2, Los Angeles, CA 90042, Los Angeles, CA","5611 N Figueroa St, Ste 2, Los Angeles, CA 90042","12136131050","2136131050","https://www.yelp.com/biz/the-artform-studio-los-angeles-18","https://www.yelp.com/biz/the-artform-studio-los-angeles-18","{""category"":null,""categories"":""Hair Salons, Makeup Artists, Vinyl Records"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":null,""categories"":""Hair Salons, Makeup Artists, Vinyl Records"",""display_categories"":""Beauty, Grooming and Personal Care""}","approved","unrelated businesses with similar names","67c9ead1818d604b84e5a4a0","https://www.yelp.com/biz/the-artform-studio-los-angeles-18","","address:5611 N Figueroa St, Ste 2, Los Angeles, CA 90042 | phone:12136131050 | website:https://www.yelp.com/biz/the-artform-studio-los-angeles-18 | description:Hair Salons, Makeup Artists, Vinyl Records | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","verified","insufficient verification","","false","true","true","2026-06-21","true","false","false","existing","verified","high","2136131050","yelp.com","5611 n figueroa st ste 2 los angeles ca 90042|los angeles|ca","the-artform-studio","4817835487d7b274e81f0835fdc96d40e810188d","4","3","true"
"67f73dec1d08a04e139a9aba","protected","F8DES","F8DES","1051 Glendon Ave,, Suite 108, Los Angeles, CA 90024, Los Angeles, CA","1051 Glendon Ave,, Suite 108, Los Angeles, CA 90024","13105088647","3105088647","https://www.yelp.com/biz/f8des-los-angeles","https://www.yelp.com/biz/f8des-los-angeles","{""category"":null,""categories"":""Hair Salons"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":null,""categories"":""Hair Salons"",""display_categories"":""Beauty, Grooming and Personal Care""}","approved","exact duplicate","67f73dec1d08a04e139a9a8e","https://www.yelp.com/biz/f8des-los-angeles","","address:1051 Glendon Ave,, Suite 108, Los Angeles, CA 90024 | phone:13105088647 | website:https://www.yelp.com/biz/f8des-los-angeles | description:Hair Salons | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:exact duplicate:exact_website_domain+exact_address","verified","duplicate","deduplicate before approval","false","false","false","2026-06-21","true","false","false","existing","verified","high","3105088647","yelp.com","1051 glendon ave ste 108 los angeles ca 90024|los angeles|ca","f8des","1523382674e74d0195e556127ed096b505099f65","4","3","true"
"67f73dec1d08a04e139a9abc","non-protected","airport royal cuisine","airport royal cuisine","4956 West Century Blvd Ste 10B Inglewood, CA 90304, CA","4956 West Century Blvd Ste 10B Inglewood, CA 90304","562-413-2294","5624132294","https://www.yelp.com/biz/airport-royal-cuisine","https://www.yelp.com/biz/airport-royal-cuisine","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4a4","https://www.yelp.com/biz/airport-royal-cuisine","","address:4956 West Century Blvd Ste 10B Inglewood, CA 90304 | phone:562-413-2294 | website:https://www.yelp.com/biz/airport-royal-cuisine | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","add description; normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","5624132294","yelp.com","","","a8f2b8eb379d62e86dd589c40642fe6554ef6cb2","4","3","true"
"67f73dec1d08a04e139a9ac0","non-protected","3stakx kitchen","3stakx kitchen","675 E University Dr Carson, CA 90746, CA","675 E University Dr Carson, CA 90746","","","https://www.3stakxkitchen.com/","https://www.3stakxkitchen.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","none","","https://www.3stakxkitchen.com","","address:675 E University Dr Carson, CA 90746 | website:https://www.3stakxkitchen.com/ | category:Restaurants | name_inference:existing","high","intentionally pending","add description; normalize address fields; generate alias/slug","false","false","false","2026-06-21","false","false","false","existing","verified","high","","3stakxkitchen.com","","","04890044fa60ae1319a11e4a802cd2a666f05fee","3","2","true"
"67f73dec1d08a04e139a9ac7","non-protected","ackee bamboo","ackee bamboo","4305 Degnan Blvd Ste 100 Los Angeles, CA 90008, CA","4305 Degnan Blvd Ste 100 Los Angeles, CA 90008","323-295-7275","3232957275","http://ackeebamboojacuisine.com/","http://ackeebamboojacuisine.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4ae","http://ackeebamboojacuisine.com","","address:4305 Degnan Blvd Ste 100 Los Angeles, CA 90008 | phone:323-295-7275 | website:http://ackeebamboojacuisine.com/ | description:Ackee Bamboo, 4305 Degnan Blvd. #100, Los Angeles, (323) 295-7275, ackeebamboojacuisine.com | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3232957275","ackeebamboojacuisine.com","","","9c21214bb8c747ed709484854f8d6a6eba7786f4","4","3","true"
"67f73dec1d08a04e139a9ac9","non-protected","adams coffee shop","adams coffee shop","5357 W Adams Blvd Los Angeles, CA 90016, CA","5357 W Adams Blvd Los Angeles, CA 90016","","","https://www.altaadams.com/new-page-3","https://www.altaadams.com/new-page-3","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","same company with multiple locations","67f73dec1d08a04e139a9ad0","https://www.altaadams.com/new-page-3","","address:5357 W Adams Blvd Los Angeles, CA 90016 | website:https://www.altaadams.com/new-page-3 | category:Restaurants | name_inference:existing | duplicate:same company with multiple locations:exact_website_domain","high","intentionally pending","add description; normalize address fields; generate alias/slug; confirm multi-location relationship before approval","false","true","false","2026-06-21","false","false","false","existing","verified","high","","altaadams.com","","","a45fffcdbfcb7bd746a1195668fedac594d7e168","3","2","true"
"67f73dec1d08a04e139a9ad3","non-protected","angela dean","angela dean","4725 W Washington Blvd, Los Angeles, CA 90016, CA","4725 W Washington Blvd, Los Angeles, CA 90016","323-230-6761","3232306761","https://deanzign.com/","https://deanzign.com","{""category"":null,""categories"":""Shopping"",""display_categories"":""Shopping""}","{""category"":null,""categories"":""Shopping"",""display_categories"":""Shopping and Retail""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4b9","https://deanzign.com","","address:4725 W Washington Blvd, Los Angeles, CA 90016 | phone:323-230-6761 | website:https://deanzign.com/ | description:Over the last several decades, fashion designer Dean has expanded her celebrity client base (Oprah Winfrey, Madonna and Patti LaBelle, to name just three) and s | category:Shopping | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3232306761","deanzign.com","","","1ddde628e2868f14b7ed949226ce6b46fc300143","4","3","true"
"67f73dec1d08a04e139a9ad4","non-protected","antique stove heaven","antique stove heaven","5414 S Western Ave Los Angeles, CA 90062, CA","5414 S Western Ave Los Angeles, CA 90062","323-298-5581","3232985581","https://www.antiquestoveheaven.com/","https://www.antiquestoveheaven.com","{""category"":null,""categories"":""Services"",""display_categories"":""Services""}","{""category"":null,""categories"":""Services"",""display_categories"":""Services""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4be","https://www.antiquestoveheaven.com","","address:5414 S Western Ave Los Angeles, CA 90062 | phone:323-298-5581 | website:https://www.antiquestoveheaven.com/ | description:Winsor Williams sells old stoves as well as repairs, restores and cleans them. 5414 S. Western Ave., Los Angeles, (323) 298-5581, antiquestoveheaven.com | category:Services | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","","3232985581","antiquestoveheaven.com","","","8d47b764450622ba0a12151749c9c9c4ac50fbd2","4","3","true"
"67f73dec1d08a04e139a9ade","non-protected","band of vices","band of vices","5376 W Adams Blvd Los Angeles, CA 90016, CA","5376 W Adams Blvd Los Angeles, CA 90016","323-480-4220","3234804220","https://www.bandofvices.com/","https://www.bandofvices.com","{""category"":null,""categories"":""Museums, Cultural Institutions, and Shared Spaces"",""display_categories"":""Museums, Cultural Institutions, and Shared Spaces""}","{""category"":null,""categories"":""Museums, Cultural Institutions, and Shared Spaces"",""display_categories"":""Museums, Cultural Institutions, and Shared Spaces""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4c8","https://www.bandofvices.com","","address:5376 W Adams Blvd Los Angeles, CA 90016 | phone:323-480-4220 | website:https://www.bandofvices.com/ | description:One of the leading contemporary art spaces in the burgeoning West Adams Arts District of Los Angeles, Band of Vices was founded in 2015 by veteran actor and art | category:Museums, Cultural Institutions, and Shared Spaces | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","","3234804220","bandofvices.com","","","33759569e2a5f6949961d702a230ea22d7df915b","4","3","true"
"67f73dec1d08a04e139a9ae1","non-protected","baltimore bag company","baltimore bag company","3107 W 6th St, Los Angeles, CA 90020, CA","3107 W 6th St, Los Angeles, CA 90020","213-925-5636","2139255636","https://www.etsy.com/shop/baltimorebagcompany","https://www.etsy.com/shop/baltimorebagcompany","{""category"":null,""categories"":""Shopping"",""display_categories"":""Shopping""}","{""category"":null,""categories"":""Shopping"",""display_categories"":""Shopping and Retail""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4c7","https://www.etsy.com/shop/baltimorebagcompany","","address:3107 W 6th St, Los Angeles, CA 90020 | phone:213-925-5636 | website:https://www.etsy.com/shop/baltimorebagcompany | description:Don’t let the name of Jerey Ojeah’s 3-year-old leather-goods label fool you, his sturdy and stylish clutches, briefcases, totes and crossbody bags are all made  | category:Shopping | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","2139255636","etsy.com","","","8d6690900151111ec9a5f225fca0af7eadae82a4","4","3","true"
"67f73dec1d08a04e139a9ae6","non-protected","beauty pro la","beauty pro la","1250 N La Brea Ave Ste 108 West Hollywood, CA 90038, CA","1250 N La Brea Ave Ste 108 West Hollywood, CA 90038","323-409-9700","3234099700","https://beautyprola.com","https://beautyprola.com","{""category"":null,""categories"":""Beauty, Grooming and Personal Care"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":null,""categories"":""Beauty, Grooming and Personal Care"",""display_categories"":""Beauty, Grooming and Personal Care""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4d0","https://beautyprola.com","","address:1250 N La Brea Ave Ste 108 West Hollywood, CA 90038 | phone:323-409-9700 | website:https://beautyprola.com | description:nail salon, waxing, lashes | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3234099700","beautyprola.com","","","93f2ec0e748339ba2f5e9a2660b45c766fbfab72","4","3","true"
"67f73dec1d08a04e139a9ae9","non-protected","benjamin salon","benjamin salon","8910 Melrose Ave West Hollywood, CA 90069, CA","8910 Melrose Ave West Hollywood, CA 90069","424-249-3296","4242493296","","","{""category"":null,""categories"":""Beauty, Grooming and Personal Care"",""display_categories"":""Beauty, Grooming and Personal Care""}","{""category"":null,""categories"":""Beauty, Grooming and Personal Care"",""display_categories"":""Beauty, Grooming and Personal Care""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4d5","","","address:8910 Melrose Ave West Hollywood, CA 90069 | phone:424-249-3296 | description:Founded in 2012 by Benjamin Mohapi, BENJAMIN reinforces an understated and inclusive approach to simple beauty. In contrast to the aesthetic of many hair care b | category:Beauty, Grooming and Personal Care | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","medium","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","4242493296","","","","6658d6d20f1fdf368c58a3686c0f25c56a713212","3","2","false"
"67f73dec1d08a04e139a9af1","non-protected","blaqhaus noho","blaqhaus noho","11671 Victory Blvd North Hollywood, CA 91606, CA","11671 Victory Blvd North Hollywood, CA 91606","818-332-0500","8183320500","https://www.restaurantnoho.com","https://www.restaurantnoho.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4e8","https://www.restaurantnoho.com","","address:11671 Victory Blvd North Hollywood, CA 91606 | phone:818-332-0500 | website:https://www.restaurantnoho.com | description:BlaqHaus NoHo, 11671 Victory Blvd., North Hollywood, (818) 332-0500, | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","8183320500","restaurantnoho.com","","","f230153ffc1905eaab1c0039c698966963fdcd99","4","3","true"
"67f73dec1d08a04e139a9af3","non-protected","billionaire burger boyz","billionaire burger boyz","811 S Long Beach Blvd Compton, CA 90221, CA","811 S Long Beach Blvd Compton, CA 90221","310-554-4116","3105544116","https://www.billionaireburgerboyz.com/","https://www.billionaireburgerboyz.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4eb","https://www.billionaireburgerboyz.com","","address:811 S Long Beach Blvd Compton, CA 90221 | phone:310-554-4116 | website:https://www.billionaireburgerboyz.com/ | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","add description; normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3105544116","billionaireburgerboyz.com","","","e3e8e91c1681d0322a34356cb26d6f73a10b0fe7","4","3","true"
"67f73dec1d08a04e139a9af4","non-protected","blessed tropical jamaican cuisine","blessed tropical jamaican cuisine","901 S Prarie Ave Inglewood, CA 90301, CA","901 S Prarie Ave Inglewood, CA 90301","310-330-0649","3103300649","","","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4ee","","","address:901 S Prarie Ave Inglewood, CA 90301 | phone:310-330-0649 | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","medium","intentionally pending","add description; normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3103300649","","","","359384aa6aed7683320ed8972650d9724eff075b","3","2","false"
"67f73dec1d08a04e139a9af5","non-protected","bloom & plume coffee","bloom & plume coffee","1638 W Temple St Los Angeles, CA 90026, CA","1638 W Temple St Los Angeles, CA 90026","213-908-5808","2139085808","https://bloomandplumecoffee.com/","https://bloomandplumecoffee.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4db","https://bloomandplumecoffee.com","","address:1638 W Temple St Los Angeles, CA 90026 | phone:213-908-5808 | website:https://bloomandplumecoffee.com/ | description:Artist and floral designer Maurice Harris recently opened a cafe next to his studio, selling coffee, merchandise and more. 1638-1640 W. Temple St., Los Angeles, | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","2139085808","bloomandplumecoffee.com","","","f8f5ebf75a8b533da7276c35f1bf78788269fa01","4","3","true"
"67f73dec1d08a04e139a9afb","non-protected","boketto cold brew","boketto cold brew","743 B S Broadway Los Angeles, CA 90014, CA","743 B S Broadway Los Angeles, CA 90014","310-490-5394","3104905394","https://www.bokettocoldbrew.com/","https://www.bokettocoldbrew.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4da","https://www.bokettocoldbrew.com","","address:743 B S Broadway Los Angeles, CA 90014 | phone:310-490-5394 | website:https://www.bokettocoldbrew.com/ | description:Boketto delivers cold brew coffee directly to homes, offices and restaurants. It also has artisan teas and a cold-brew nitro bike that can be rented for events. | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3104905394","bokettocoldbrew.com","","","56e44ab0c004f68e20d6c74dda04cf13fe2f88bf","4","3","true"
"67f73dec1d08a04e139a9b00","non-protected","big fish market","big fish market","8409 S 8th Ave Ste 1 Inglewood, CA 90305, CA","8409 S 8th Ave Ste 1 Inglewood, CA 90305","323-750-6000","3237506000","https://big-fish-market.business.site/","https://big-fish-market.business.site","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4d2","https://big-fish-market.business.site","","address:8409 S 8th Ave Ste 1 Inglewood, CA 90305 | phone:323-750-6000 | website:https://big-fish-market.business.site/ | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","add description; normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3237506000","big-fish-market.business.site","","","483d1daac8d5a0f63f915a28de3ff2c6fcada3bf","4","3","true"
"67f73dec1d08a04e139a9b06","non-protected","bonita interiors","bonita interiors","480 S Fair Oaks Ave Pasadena, CA 91105, CA","480 S Fair Oaks Ave Pasadena, CA 91105","626-975-2714","6269752714","https://www.bonitainteriors.com","https://www.bonitainteriors.com","{""category"":null,""categories"":""Museums, Cultural Institutions, and Shared Spaces"",""display_categories"":""Museums, Cultural Institutions, and Shared Spaces""}","{""category"":null,""categories"":""Museums, Cultural Institutions, and Shared Spaces"",""display_categories"":""Museums, Cultural Institutions, and Shared Spaces""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4dd","https://www.bonitainteriors.com","","address:480 S Fair Oaks Ave Pasadena, CA 91105 | phone:626-975-2714 | website:https://www.bonitainteriors.com | description:BONITA INTERIORS  (vintage furniture and home goods) | category:Museums, Cultural Institutions, and Shared Spaces | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","","6269752714","bonitainteriors.com","","","5b768ec315482b6e239ebc1cdadda010dfcb3485","4","3","true"
"67f73dec1d08a04e139a9b08","non-protected","cafe buna","cafe buna","552 Washington Blvd Marina del Rey, CA 90292, CA","552 Washington Blvd Marina del Rey, CA 90292","310-823-2430","3108232430","https://cafe-buna.business.site/","https://cafe-buna.business.site","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4fa","https://cafe-buna.business.site","","address:552 Washington Blvd Marina del Rey, CA 90292 | phone:310-823-2430 | website:https://cafe-buna.business.site/ | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","add description; normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3108232430","cafe-buna.business.site","","","2e69823317dee258462b3bf5f2f4c6dbb71a039b","4","3","true"
"67f73dec1d08a04e139a9b09","non-protected","bring something to the party","bring something to the party","700 W 7th St Ste G420 Los Angeles, CA 90017, CA","700 W 7th St Ste G420 Los Angeles, CA 90017","310-909-6414","3109096414","https://bringsomethingtothepartyla.com","https://bringsomethingtothepartyla.com","{""category"":null,""categories"":""Event Planning"",""display_categories"":""Event Planning""}","{""category"":null,""categories"":""Event Planning"",""display_categories"":""Event Planning""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4e9","https://bringsomethingtothepartyla.com","","address:700 W 7th St Ste G420 Los Angeles, CA 90017 | phone:310-909-6414 | website:https://bringsomethingtothepartyla.com | description:one-stop-shop for all your party needs, stationery, balloons, decor | category:Event Planning | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","","3109096414","bringsomethingtothepartyla.com","","","10efb817847c3b8e2546061c559c5cf85a70da09","4","3","true"
"67f73dec1d08a04e139a9b0a","non-protected","brother's bar-b-que","brother's bar-b-que","7725 Crenshaw Blvd Los Angeles, CA 90043, CA","7725 Crenshaw Blvd Los Angeles, CA 90043","323-751-1050","3237511050","http://www.brotherbarbequecatering.com","http://www.brotherbarbequecatering.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4ea","http://www.brotherbarbequecatering.com","","address:7725 Crenshaw Blvd Los Angeles, CA 90043 | phone:323-751-1050 | website:http://www.brotherbarbequecatering.com | description:Brother’s Bar-B-Que, 7725 Crenshaw Blvd., Los Angeles, (323) 751-1050, | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3237511050","brotherbarbequecatering.com","","","8aad2c70d8e43337ecbdc140317ad12c5347e67a","4","3","true"
"67f73dec1d08a04e139a9b0d","non-protected","cafe creole","cafe creole","3650 W Martin Luther King Jr Blvd Ste 144 Los Angeles, CA 90008, CA","3650 W Martin Luther King Jr Blvd Ste 144 Los Angeles, CA 90008","323-389-8355","3233898355","http://www.eatatcafecreole.com/","http://www.eatatcafecreole.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a4f8","http://www.eatatcafecreole.com","","address:3650 W Martin Luther King Jr Blvd Ste 144 Los Angeles, CA 90008 | phone:323-389-8355 | website:http://www.eatatcafecreole.com/ | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","add description; normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3233898355","eatatcafecreole.com","","","5a599687bd39285f2cc4f1ebff06ba1b69ba9310","4","3","true"
"67f73dec1d08a04e139a9b1b","non-protected","charles mingus youth arts center","charles mingus youth arts center","10624 Graham Ave, Los Angeles, CA 90002, CA","10624 Graham Ave, Los Angeles, CA 90002","","","https://culturela.org/cultural-centers/watts-towers-campus/","https://culturela.org/cultural-centers/watts-towers-campus","{""category"":null,""categories"":""Museums, Cultural Institutions, and Shared Spaces"",""display_categories"":""Museums, Cultural Institutions, and Shared Spaces""}","{""category"":null,""categories"":""Museums, Cultural Institutions, and Shared Spaces"",""display_categories"":""Museums, Cultural Institutions, and Shared Spaces""}","pending","none","","https://culturela.org/cultural-centers/watts-towers-campus","","address:10624 Graham Ave, Los Angeles, CA 90002 | website:https://culturela.org/cultural-centers/watts-towers-campus/ | description:Part of the world famous Watts Towers Campus and named after jazz great Charles Mingus, the youth center gives children a safe and creative atmosphere for indiv | category:Museums, Cultural Institutions, and Shared Spaces | name_inference:existing","high","intentionally pending","normalize address fields; generate alias/slug","false","false","false","2026-06-21","false","false","false","existing","verified","","","culturela.org","","","b69efdb13862c83e6ae769f2d9e75ba98d0c8a73","3","2","true"
"67f73dec1d08a04e139a9b1e","non-protected","chef marilyn's","chef marilyn's","2638 Crenshaw Blvd Los Angeles, CA 90016, CA","2638 Crenshaw Blvd Los Angeles, CA 90016","323-737-8101","3237378101","https://www.chefmarilyns2638.com/","https://www.chefmarilyns2638.com","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","{""category"":null,""categories"":""Restaurants"",""display_categories"":""Restaurants""}","pending","unrelated businesses with similar names","67c9ead1818d604b84e5a50c","https://www.chefmarilyns2638.com","","address:2638 Crenshaw Blvd Los Angeles, CA 90016 | phone:323-737-8101 | website:https://www.chefmarilyns2638.com/ | description:Chef Marilyn’s, 2638 Crenshaw Blvd., Los Angeles, (323) 737-8101, | category:Restaurants | name_inference:existing | duplicate:unrelated businesses with similar names:exact_phone","high","intentionally pending","normalize address fields; generate alias/slug","false","true","false","2026-06-21","false","false","false","existing","verified","high","3237378101","chefmarilyns2638.com","","","9037b5cfa9ec99138c35499f3c70eb4b962b121c","4","3","true"
