_id,business_name,group,current_category,current_categories,current_display_categories,proposed_display_categories,source_field,source_value,exact_mapping_rule,confidence,public_search_fields_before,projected_public_search_eligibility_after,manual_review_required,why_public_or_not
"68451075f4bbe6396963030a","Sage & Elm Apothecary","remaining","","Home Goods, Aromatherapy","Home & Furniture","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Sage & Elm Apothecary"",""address"":""701 Memorial Dr SE, Atlanta, GA 30316"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe63969630313","Twisted Soul Cookhouse & Pours","remaining","","Soul Food, Southern, Restaurant","Food & Dining","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Twisted Soul Cookhouse & Pours"",""address"":""1133 Huff Rd NW #D, Atlanta, GA 30318"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe63969630327","Parlor","remaining","","Bar, Lounge, Nightlife","Food & Dining","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Parlor"",""address"":""249-A Peters St SW, Atlanta, GA 30313"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe63969630306","Slutty Vegan","remaining","","Vegan, Burgers, Restaurant","Food & Dining","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Slutty Vegan"",""address"":""1542 Ralph David Abernathy Blvd SW, Atlanta, GA 30310"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe6396963030f","Body By Kariim Fitness","remaining","","Personal Training, Fitness","Health & Wellness","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Body By Kariim Fitness"",""address"":""800 Miami Cir NE, Atlanta, GA 30324"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe6396963031a","Old Lady Gang","remaining","","Soul Food, Southern, Restaurant","Food & Dining","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Old Lady Gang"",""address"":""177 Peters St SW, Atlanta, GA 30313"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe63969630309","Atlanta MADE","remaining","","Home Decor, Furniture","Home & Furniture","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Atlanta MADE"",""address"":""659 Auburn Ave NE, Atlanta, GA 30312"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe63969630315","Bankhead Seafood","remaining","","Seafood, Restaurant","Food & Dining","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Bankhead Seafood"",""address"":""1651 Donald Lee Hollowell Pkwy NW, Atlanta, GA 30318"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe63969630319","Strivers Row","remaining","","Menswear, Clothing","Apparel & Footwear","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Strivers Row"",""address"":""999 Peachtree St NE #120, Atlanta, GA 30309"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"68451075f4bbe63969630326","The V Store","remaining","","Women's Clothing, Boutique","Apparel & Footwear","","","","","","{""status"":""duplicate_pending_review"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The V Store"",""address"":""1197 Peachtree St NE, Atlanta, GA 30361"",""city"":"""",""state"":""GA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"67c9ead1818d604b84e5a45e","Slay My Set Pasadena 4","remaining","","Nail Technicians","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""slay-my-set-pasadena-4"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Slay My Set Pasadena 4"",""address"":""Pasadena, CA 90037"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a45d","Pampered At Tiffanys Long Beach 3","remaining","","Skin Care, Nail Salons, Waxing","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""pampered-at-tiffanys-long-beach-3"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Pampered At Tiffanys Long Beach 3"",""address"":""Long Beach, CA 90802"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a461","Sunset City Nails Studio City","remaining","","Nail Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""sunset-city-nails-studio-city"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Sunset City Nails Studio City"",""address"":""12107 Ventura Blvd, Studio City, CA 91604"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a462","Daelycyous Nail Designs San Pedro","remaining","","Nail Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""daelycyous-nail-designs-san-pedro"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Daelycyous Nail Designs San Pedro"",""address"":""841 W 9th St, Salon Bellezza, San Pedro, CA 90731"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a466","Hair Queen La Los Angeles","remaining","","Wigs, Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""hair-queen-la-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Hair Queen La Los Angeles"",""address"":""5363 Wilshire Blvd, Los Angeles, CA 90036"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a45f","Ms Glens Therapeutic Manicures And Pedicures Westchester","remaining","","Nail Salons, Massage","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""ms-glens-therapeutic-manicures-and-pedicures-westchester"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Ms Glens Therapeutic Manicures And Pedicures Westchester"",""address"":""6320 Howard B. Drollinger Way, Ste 206, Westchester, CA 90045"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a460","The Talonted Vixen Atelier Tarzana 2","remaining","","Nail Technicians","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""the-talonted-vixen-atelier-tarzana-2"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Talonted Vixen Atelier Tarzana 2"",""address"":""15125 Ventura Blvd, Ste 10, Tarzana, CA 91403"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a465","Hair It Is Hair Salon Long Beach","remaining","","Hair Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""hair-it-is-hair-salon-long-beach"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Hair It Is Hair Salon Long Beach"",""address"":""3253 South St, Ste 107, Long Beach, CA 90805"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a468","Silver Liner Mobile Massage Studio Irvine","remaining","","Massage, Massage Therapy","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""silver-liner-mobile-massage-studio-irvine"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Silver Liner Mobile Massage Studio Irvine"",""address"":""Irvine, CA 92612"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a46a","Mobile Hairdressers Los Angeles Beverly Hills","remaining","","Hair Salons, Makeup Artists, Nail Technicians","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""mobile-hairdressers-los-angeles-beverly-hills"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Mobile Hairdressers Los Angeles Beverly Hills"",""address"":""Beverly Hills, CA 90211"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a470","Braid Queen La Los Angeles","remaining","","Hair Extensions, Cosmetics & Beauty Supply, Hair Stylists","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""braid-queen-la-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Braid Queen La Los Angeles"",""address"":""3959 Wilshire Blvd, Ste A25, Los Angeles, CA 90010"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a471","Pure Pleasure Salon Los Angeles","remaining","","Hair Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""pure-pleasure-salon-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Pure Pleasure Salon Los Angeles"",""address"":""2149 W Manchester Ave, Los Angeles, CA 90047"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a477","A Curly Walk Studio Downey","remaining","","Hair Stylists","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""a-curly-walk-studio-downey"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""A Curly Walk Studio Downey"",""address"":""306 Stonewood St, Studio 30, Stonewood Center, Downey, CA 90241"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a474","Image Of Africa Los Angeles 2","remaining","","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""image-of-africa-los-angeles-2"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Image Of Africa Los Angeles 2"",""address"":""3860 Crenshaw Blvd, Ste 228, Los Angeles, CA 90008"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a47a","Damone Roberts Beverly Hills Salon Beverly Hills 2","remaining","","Makeup Artists, Eyelash Service, Eyebrow Services","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""damone-roberts-beverly-hills-salon-beverly-hills-2"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Damone Roberts Beverly Hills Salon Beverly Hills 2"",""address"":""8383 Wilshire Blvd, Ste 50, Studio 206, Beverly Hills, CA 90211"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a47b","Desiree G Hair West Hollywood 3","remaining","","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""desiree-g-hair-west-hollywood-3"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Desiree G Hair West Hollywood 3"",""address"":""8000 Sunset Blvd, Ste B-200, Studio 73, Salon Republic, West Hollywood, CA 90046"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a473","L A Hair Palace Long Beach","remaining","","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""l-a-hair-palace-long-beach"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""L A Hair Palace Long Beach"",""address"":""5439 Cherry Ave, Long Beach, CA 90805"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a479","Crystal Blings Hair Los Angeles","remaining","","Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""crystal-blings-hair-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Crystal Blings Hair Los Angeles"",""address"":""Los Angeles, CA 90047"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a47e","Meedo Hair Salon Anaheim","remaining","","Hair Extensions, Hair Stylists","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""meedo-hair-salon-anaheim"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Meedo Hair Salon Anaheim"",""address"":""2839 W Lincoln Ave, Anaheim, CA 92801"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a47d","Camille Ariane Makeup Los Angeles","remaining","","Makeup Artists, Hair Removal","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""camille-ariane-makeup-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Camille Ariane Makeup Los Angeles"",""address"":""5612 W Manchester Ave, Los Angeles, CA 90045"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a476","Beautiful Hair Los Angeles","remaining","","Hair Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""beautiful-hair-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Beautiful Hair Los Angeles"",""address"":""1051 Glendon Ave, Ste 108, Los Angeles, CA 90024"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a482","Textured Tech Carson 4","remaining","","Cosmetics & Beauty Supply, Hair Extensions, Wigs","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""textured-tech-carson-4"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Textured Tech Carson 4"",""address"":""441 E Carson St, Unit C & D, Carson, CA 90745"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a4af","Aarmy West Hollywood 3","remaining","","Gym, Fitness Health and Wellness","Gym, Fitness Health and Wellness","","","","","","{""status"":""pending"",""approved"":null,""alias"":""aarmy-west-hollywood-3"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Aarmy West Hollywood 3"",""address"":""8599 Santa Monica Blvd West Hollywood, CA 90069"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a48f","Simply Divine Beauty Supply Monrovia","remaining","","Cosmetics & Beauty Supply, Wigs, Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""simply-divine-beauty-supply-monrovia"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Simply Divine Beauty Supply Monrovia"",""address"":""325 W Huntington Dr, Monrovia, CA 91016"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a4a5","","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":22,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":"""",""address"":"""",""city"":"""",""state"":""""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a48e","Evettes Beauty Supply Pasadena 2","remaining","","Hair Extensions, Wigs, Cosmetics & Beauty Supply","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""evettes-beauty-supply-pasadena-2"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Evettes Beauty Supply Pasadena 2"",""address"":""1581 E Colorado Blvd, Pasadena, CA 91106"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a4a0","The Artform Studio Los Angeles 18","remaining","","Hair Salons, Makeup Artists, Vinyl Records","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""the-artform-studio-los-angeles-18"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""The Artform Studio Los Angeles 18"",""address"":""5611 N Figueroa St, Ste 2, Los Angeles, CA 90042"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67f73dec1d08a04e139a9c1b","ratio cycling","remaining","","Gym, Fitness Health and Wellness","Gym, Fitness Health and Wellness","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""ratio cycling"",""address"":""1306 N Wilton Pl Los Angeles, CA 90028"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"67f73dec1d08a04e139a9c27","royal house of wraps","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""royal house of wraps"",""address"":""1600 Vine St Los Angeles, CA 90028"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a485","Hair And Makeup By Satis Los Angeles","remaining","","Hair Stylists, Makeup Artists","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""hair-and-makeup-by-satis-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Hair And Makeup By Satis Los Angeles"",""address"":""15600 Mulholland Dr, Apt A, Los Angeles, CA 90077"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a4a4","Airport Royal Cuisine Inglewood","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""airport-royal-cuisine-inglewood"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Airport Royal Cuisine Inglewood"",""address"":""4956 West Century Blvd Ste 10B Inglewood, CA 90304"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a4b0","Adams Coffee Shop Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""adams-coffee-shop-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Adams Coffee Shop Los Angeles"",""address"":""5357 W Adams Blvd Los Angeles, CA 90016"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9c23","robert earl's bbq","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""robert earl's bbq"",""address"":""703 E Artesia Blvd Long Beach, CA 90805"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
"67c9ead1818d604b84e5a4a9","5 Star Kitchen Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""5-star-kitchen-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""5 Star Kitchen Los Angeles"",""address"":""2205 W Vernon Ave Los Angeles, CA 90008"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9c22","reparations club","remaining","","Shopping","Shopping","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":true,""completenessScore"":78,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""reparations club"",""address"":""4636 W Washington Blvd Los Angeles, CA 90016"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug"
"67c9ead1818d604b84e5a483","Jilly Does My Hair Los Angeles 10","remaining","","Hair Stylists, Hair Extensions","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""jilly-does-my-hair-los-angeles-10"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Jilly Does My Hair Los Angeles 10"",""address"":""2149 W Manchester Blvd, Los Angeles, CA 90047"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a48a","Mirage Camille Northridge","remaining","","Hair Salons","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""mirage-camille-northridge"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Mirage Camille Northridge"",""address"":""Northridge, CA 91325"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a492","Waxing By Inez Los Angeles 3","remaining","","Waxing, Day Spas","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""waxing-by-inez-los-angeles-3"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Waxing By Inez Los Angeles 3"",""address"":""1250 N La Brea, Ste 102, Los Angeles, CA 90046"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a49d","Executivecuts Los Angeles","remaining","","Barbershop","Beauty, Grooming and Personal Care","","","","","","{""status"":""pending"",""approved"":null,""alias"":""executivecuts-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Executivecuts Los Angeles"",""address"":""5362 W Pico Blvd, Los Angeles, CA 90019"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a48d","Temple Beauty Supply Carson 2","remaining","","Cosmetics & Beauty Supply","Beauty, Grooming and Personal Care","","","","","","{""status"":""approved"",""approved"":null,""alias"":""temple-beauty-supply-carson-2"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""Temple Beauty Supply Carson 2"",""address"":""17531 S Central Ave, Ste D & E, Carson, CA 90746"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a4b5","African American Firefighter Museum Los Angeles","remaining","","Museums, Cultural Institutions, and Shared Spaces","Museums, Cultural Institutions, and Shared Spaces","","","","","","{""status"":""approved"",""approved"":null,""alias"":""african-american-firefighter-museum-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""African American Firefighter Museum Los Angeles"",""address"":""1401 S Central Ave Los Angeles, CA 90021"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a4a3","27Th Street Bakery Los Angeles","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""27th-street-bakery-los-angeles"",""slug"":null,""isComplete"":false,""completenessScore"":56,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""27Th Street Bakery Los Angeles"",""address"":""2700 S Central Ave Los Angeles, CA 90011"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67c9ead1818d604b84e5a4ac","A And D Wholesale Vintage Clothing Los Angeles 4","remaining","","Shopping","Shopping","","","","","","{""status"":""approved"",""approved"":null,""alias"":""a-and-d-wholesale-vintage-clothing-los-angeles-4"",""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""A And D Wholesale Vintage Clothing Los Angeles 4"",""address"":""3501 Union Pacific Ave Los Angeles, CA 90023"",""city"":"""",""state"":""CA""}","unchanged","false","incomplete_listing"
"67c9ead1818d604b84e5a4a7","3Stakxs Kitchen Carson","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":""3stakxs-kitchen-carson"",""slug"":null,""isComplete"":false,""completenessScore"":44,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""3Stakxs Kitchen Carson"",""address"":""675 E University Dr Carson, CA 90746"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|incomplete_listing"
"67f73dec1d08a04e139a9c16","popcorn heaven","remaining","","Restaurants","Restaurants","","","","","","{""status"":""pending"",""approved"":null,""alias"":null,""slug"":null,""isComplete"":false,""completenessScore"":67,""qualityScore"":null,""isTest"":null,""auditTag"":null,""business_name"":""popcorn heaven"",""address"":""1000 Universal City Dr Ste 188 Universal City, CA 91608"",""city"":"""",""state"":""CA""}","unchanged","false","status_not_public|missing_alias_or_slug|incomplete_listing"
