file_name,change_type,repository_relative_path,absolute_directory,absolute_full_path,first_commit,last_commit,number_of_commits,current_status,category,rename_sources
business-directory.tsx,M,src/pages/business-directory.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/business-directory.tsx,aec329ca6c15a053ede2f256cea686670d13afdc,aec329ca6c15a053ede2f256cea686670d13afdc,1,tracked-present,page,
course-dashboard.tsx,M,src/pages/course-dashboard.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/course-dashboard.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,1,tracked-present,page,
course-enrollment.tsx,M,src/pages/course-enrollment.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/course-enrollment.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,1,tracked-present,page,
financial-literacy.tsx,M,src/pages/financial-literacy.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/financial-literacy.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,1,tracked-present,page,
evidence.tsx,M,src/pages/founding-membership/evidence.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/founding-membership,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/founding-membership/evidence.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,page,
index.tsx,M,src/pages/index.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/index.tsx,ceeb5957132d575d7b91458de9eb06d147413839,94b0f45957a48e1100445e98ba1c2509e9eda223,5,tracked-present,page,
job-listings.tsx,M,src/pages/job-listings.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/job-listings.tsx,aec329ca6c15a053ede2f256cea686670d13afdc,aec329ca6c15a053ede2f256cea686670d13afdc,1,tracked-present,page,
jobs.tsx,M,src/pages/jobs.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/jobs.tsx,aec329ca6c15a053ede2f256cea686670d13afdc,aec329ca6c15a053ede2f256cea686670d13afdc,1,tracked-present,page,
learning.tsx,M,src/pages/learning.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/learning.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,1,tracked-present,page,
index.tsx,M,src/pages/marketplace/index.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace/index.tsx,ceeb5957132d575d7b91458de9eb06d147413839,ac8831a69a5d510bb356aab3d0fd0490a135e6d6,2,tracked-present,page,
[id].tsx,M,src/pages/marketplace/product/[id].tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace/product,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace/product/[id].tsx,ceeb5957132d575d7b91458de9eb06d147413839,ac8831a69a5d510bb356aab3d0fd0490a135e6d6,2,tracked-present,page,
music.tsx,M,src/pages/music.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music.tsx,706273a206c87a02987b4c5802a1ca458e1ed42a,706273a206c87a02987b4c5802a1ca458e1ed42a,1,tracked-present,page,
join.tsx,M,src/pages/music/join.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music/join.tsx,706273a206c87a02987b4c5802a1ca458e1ed42a,706273a206c87a02987b4c5802a1ca458e1ed42a,1,tracked-present,page,
pricing.tsx,M,src/pages/music/pricing.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music/pricing.tsx,706273a206c87a02987b4c5802a1ca458e1ed42a,706273a206c87a02987b4c5802a1ca458e1ed42a,1,tracked-present,page,
payment-success.tsx,M,src/pages/payment-success.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/payment-success.tsx,665a1193d180d9c3c2bc79dda6bba8310d477416,665a1193d180d9c3c2bc79dda6bba8310d477416,1,tracked-present,page,
pricing.tsx,M,src/pages/pricing.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/pricing.tsx,fad902f66bdcfe6109e9e2cb2a5c85e0e958969b,fad902f66bdcfe6109e9e2cb2a5c85e0e958969b,1,tracked-present,page,
articles.tsx,M,src/pages/resources/articles.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources/articles.tsx,94b0f45957a48e1100445e98ba1c2509e9eda223,94b0f45957a48e1100445e98ba1c2509e9eda223,1,tracked-present,page,
index.tsx,M,src/pages/resources/index.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/resources/index.tsx,94b0f45957a48e1100445e98ba1c2509e9eda223,94b0f45957a48e1100445e98ba1c2509e9eda223,1,tracked-present,page,
start-here.tsx,M,src/pages/start-here.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/start-here.tsx,ceeb5957132d575d7b91458de9eb06d147413839,ac8831a69a5d510bb356aab3d0fd0490a135e6d6,2,tracked-present,page,
marketplace.tsx,M,src/pages/support/marketplace.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/marketplace.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,page,
releases.tsx,M,src/pages/support/releases.tsx,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/support/releases.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,c996a1b4d5b02b3b9dcfa65c245d234462072065,1,tracked-present,page,
globals.css,M,src/styles/globals.css,/Users/blackforge/workspace/bwe/repos/repo_clean/src/styles,/Users/blackforge/workspace/bwe/repos/repo_clean/src/styles/globals.css,a5dfc666af83783ce815d81121f55bb0f674c21b,aec329ca6c15a053ede2f256cea686670d13afdc,4,tracked-present,style,
