change_type,file_name,repository_relative_path,relative_directory,absolute_directory_path,absolute_file_path,first_commit_since_2026_08_10,first_commit_date,last_commit_since_2026_08_10,last_commit_date,number_of_commits_touching_file,current_status,old_path,new_path,category
ADDED,lifecycle.ts,src/lib/studentHub/lifecycle.ts,src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/lifecycle.ts,8b3bf7e1a75cce14957622c317e0f331bf1ce358,2026-08-12T12:40:09-07:00,8b3bf7e1a75cce14957622c317e0f331bf1ce358,2026-08-12T12:40:09-07:00,1,EXISTS,,,LIBRARY / SERVICE
ADDED,public.ts,src/lib/studentHub/public.ts,src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/public.ts,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,1,EXISTS,,,LIBRARY / SERVICE
ADDED,repository.ts,src/lib/studentHub/repository.ts,src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/lib/studentHub/repository.ts,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,1,EXISTS,,,LIBRARY / SERVICE
MODIFIED / UPDATED,_app.tsx,src/pages/_app.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/_app.tsx,a5dfc666af83783ce815d81121f55bb0f674c21b,2026-08-26T07:57:45-07:00,a5dfc666af83783ce815d81121f55bb0f674c21b,2026-08-26T07:57:45-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,about.tsx,src/pages/about.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/about.tsx,ccf1172667c54d8aa0c4d87fd14111b40e163259,2026-08-10T09:42:24-07:00,7322e189ff275330f6050599f91351212cfc7efb,2026-08-11T22:27:28-07:00,3,EXISTS,,,PAGE
MODIFIED / UPDATED,business-approvals.tsx,src/pages/admin/business-approvals.tsx,src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/business-approvals.tsx,73d7f8290f2af84eadea20e6c0d459ce71ffc1ca,2026-08-10T21:54:46-07:00,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,claim-verification.tsx,src/pages/admin/claim-verification.tsx,src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/claim-verification.tsx,b51f6e2a81b6f9cc5dbeea57d705f7adb0bdcec1,2026-08-10T11:08:36-07:00,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,7,EXISTS,,,PAGE
MODIFIED / UPDATED,dashboard.tsx,src/pages/admin/dashboard.tsx,src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/dashboard.tsx,b91b90c7076fe6477026c617fa11871dc644abbe,2026-08-25T09:27:10-07:00,b91b90c7076fe6477026c617fa11871dc644abbe,2026-08-25T09:27:10-07:00,1,EXISTS,,,PAGE
ADDED + UPDATED,student-hub.tsx,src/pages/admin/student-hub.tsx,src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/admin/student-hub.tsx,38d16818aae72507217968f750d26b2e66fcfe03,2026-08-12T12:40:34-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,checkout.tsx,src/pages/advertising/checkout.tsx,src/pages/advertising,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/advertising,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/advertising/checkout.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,index.tsx,src/pages/advertising/index.tsx,src/pages/advertising,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/advertising,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/advertising/index.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,placements.tsx,src/pages/advertising/placements.tsx,src/pages/advertising,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/advertising,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/advertising/placements.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,dashboard-stats.ts,src/pages/api/admin/dashboard-stats.ts,src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin/dashboard-stats.ts,55b539c979ac7c737f2c40bb82fa4f1c095b6a8d,2026-08-20T09:12:47-07:00,55b539c979ac7c737f2c40bb82fa4f1c095b6a8d,2026-08-20T09:12:47-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,founding-memberships.ts,src/pages/api/admin/founding-memberships.ts,src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin/founding-memberships.ts,b51f6e2a81b6f9cc5dbeea57d705f7adb0bdcec1,2026-08-10T11:08:36-07:00,0dc2f9e42c29de475220eef659c839c434cef38c,2026-08-10T14:06:29-07:00,3,EXISTS,,,API
MODIFIED / UPDATED,get-pending-businesses.ts,src/pages/api/admin/get-pending-businesses.ts,src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin/get-pending-businesses.ts,73d7f8290f2af84eadea20e6c0d459ce71ffc1ca,2026-08-10T21:54:46-07:00,73d7f8290f2af84eadea20e6c0d459ce71ffc1ca,2026-08-10T21:54:46-07:00,1,EXISTS,,,API
ADDED + UPDATED,student-hub.ts,src/pages/api/admin/student-hub.ts,src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/admin/student-hub.ts,38d16818aae72507217968f750d26b2e66fcfe03,2026-08-12T12:40:34-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,API
MODIFIED / UPDATED,me.ts,src/pages/api/auth/me.ts,src/pages/api/auth,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/auth,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/auth/me.ts,c7ecbc38d54ba45c00c60af152820a3e7d89c73a,2026-08-25T10:30:28-07:00,c7ecbc38d54ba45c00c60af152820a3e7d89c73a,2026-08-25T10:30:28-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,create.ts,src/pages/api/business/create.ts,src/pages/api/business,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business/create.ts,73d7f8290f2af84eadea20e6c0d459ce71ffc1ca,2026-08-10T21:54:46-07:00,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,2,EXISTS,,,API
MODIFIED / UPDATED,media.ts,src/pages/api/business/media.ts,src/pages/api/business,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/business/media.ts,ea474652aafd5583a99ca77ac00db8226c447e87,2026-08-14T21:27:25-07:00,ea474652aafd5583a99ca77ac00db8226c447e87,2026-08-14T21:27:25-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,generate.ts,src/pages/api/certificates/generate.ts,src/pages/api/certificates,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/certificates,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/certificates/generate.ts,c7ea4fff7451348d801bc969e3c8126c7f8738e9,2026-08-14T15:06:33-07:00,c7ea4fff7451348d801bc969e3c8126c7f8738e9,2026-08-14T15:06:33-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,enroll.ts,src/pages/api/courses/enroll.ts,src/pages/api/courses,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/courses,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/courses/enroll.ts,c7ea4fff7451348d801bc969e3c8126c7f8738e9,2026-08-14T15:06:33-07:00,c7ea4fff7451348d801bc969e3c8126c7f8738e9,2026-08-14T15:06:33-07:00,1,EXISTS,,,API
ADDED + UPDATED,internships.ts,src/pages/api/feeds/internships.ts,src/pages/api/feeds,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds/internships.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,2026-08-12T12:16:56-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,API
ADDED + UPDATED,scholarships.ts,src/pages/api/feeds/scholarships.ts,src/pages/api/feeds,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/feeds/scholarships.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,2026-08-12T12:16:56-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,API
ADDED + UPDATED,evidence.ts,src/pages/api/founding-membership/evidence.ts,src/pages/api/founding-membership,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/founding-membership,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/founding-membership/evidence.ts,466b886eaaea379c36896378374c38515ae76b02,2026-08-10T14:34:41-07:00,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,3,EXISTS,,,API
MODIFIED / UPDATED,add-product.ts,src/pages/api/marketplace/add-product.ts,src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace/add-product.ts,ea474652aafd5583a99ca77ac00db8226c447e87,2026-08-14T21:27:25-07:00,ea474652aafd5583a99ca77ac00db8226c447e87,2026-08-14T21:27:25-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,create.ts,src/pages/api/marketplace/create.ts,src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace/create.ts,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,2026-08-14T15:06:06-07:00,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,2026-08-14T15:06:06-07:00,1,EXISTS,,,API
ADDED,order-confirmation.ts,src/pages/api/marketplace/order-confirmation.ts,src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/marketplace/order-confirmation.ts,665a1193d180d9c3c2bc79dda6bba8310d477416,2026-08-25T17:35:37-07:00,665a1193d180d9c3c2bc79dda6bba8310d477416,2026-08-25T17:35:37-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,send.ts,src/pages/api/messages/send.ts,src/pages/api/messages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/messages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/messages/send.ts,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,2026-08-14T15:06:06-07:00,421de3e36cf2abcb8f5002a3e7b3a17deff2d232,2026-08-14T15:06:06-07:00,1,EXISTS,,,API
ADDED + UPDATED,latest.ts,src/pages/api/opportunities/latest.ts,src/pages/api/opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/opportunities/latest.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,2026-08-12T12:16:56-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,API
MODIFIED / UPDATED,avatar.ts,src/pages/api/profile/avatar.ts,src/pages/api/profile,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/profile,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/profile/avatar.ts,ea474652aafd5583a99ca77ac00db8226c447e87,2026-08-14T21:27:25-07:00,ea474652aafd5583a99ca77ac00db8226c447e87,2026-08-14T21:27:25-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,add.ts,src/pages/api/savedjobs/add.ts,src/pages/api/savedjobs,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/savedjobs,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/savedjobs/add.ts,2512a12bc2796711c748ed0f7a015a333cc23c6d,2026-08-14T15:06:38-07:00,2512a12bc2796711c748ed0f7a015a333cc23c6d,2026-08-14T15:06:38-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,webhook-handler.ts,src/pages/api/stripe/webhook-handler.ts,src/pages/api/stripe,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/stripe,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/stripe/webhook-handler.ts,466b886eaaea379c36896378374c38515ae76b02,2026-08-10T14:34:41-07:00,665a1193d180d9c3c2bc79dda6bba8310d477416,2026-08-25T17:35:37-07:00,4,EXISTS,,,API
ADDED + UPDATED,opportunities.ts,src/pages/api/student-hub/opportunities.ts,src/pages/api/student-hub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/student-hub,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/student-hub/opportunities.ts,7845d42b64868b9c313efb79050ebaecccaf3c94,2026-08-12T12:16:56-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,3,EXISTS,,,API
MODIFIED / UPDATED,create.ts,src/pages/api/support/create.ts,src/pages/api/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/support,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/api/support/create.ts,2512a12bc2796711c748ed0f7a015a333cc23c6d,2026-08-14T15:06:38-07:00,2512a12bc2796711c748ed0f7a015a333cc23c6d,2026-08-14T15:06:38-07:00,1,EXISTS,,,API
MODIFIED / UPDATED,black-business-websites.tsx,src/pages/black-business-websites.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-business-websites.tsx,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,index.tsx,src/pages/black-card/index.tsx,src/pages/black-card,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-card,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-card/index.tsx,7322e189ff275330f6050599f91351212cfc7efb,2026-08-11T22:27:28-07:00,fad902f66bdcfe6109e9e2cb2a5c85e0e958969b,2026-08-26T14:33:15-07:00,3,EXISTS,,,PAGE
MODIFIED / UPDATED,grants.tsx,src/pages/black-student-opportunities/grants.tsx,src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/grants.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,2026-08-12T12:40:09-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,index.tsx,src/pages/black-student-opportunities/index.tsx,src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/index.tsx,7845d42b64868b9c313efb79050ebaecccaf3c94,2026-08-12T12:16:56-07:00,faff2cdfb6e556c8e8cbc5d35beececa74e16610,2026-08-26T14:15:50-07:00,4,EXISTS,,,PAGE
MODIFIED / UPDATED,internships.tsx,src/pages/black-student-opportunities/internships.tsx,src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/internships.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,2026-08-12T12:40:09-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,mentorship.tsx,src/pages/black-student-opportunities/mentorship.tsx,src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/mentorship.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,2026-08-12T12:40:09-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,scholarships.tsx,src/pages/black-student-opportunities/scholarships.tsx,src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/black-student-opportunities/scholarships.tsx,8b3bf7e1a75cce14957622c317e0f331bf1ce358,2026-08-12T12:40:09-07:00,a49dbc055081ffbc50c7bef50a9b8b21e2966cf7,2026-08-12T16:06:20-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,business-directory.tsx,src/pages/business-directory.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/business-directory.tsx,7322e189ff275330f6050599f91351212cfc7efb,2026-08-11T22:27:28-07:00,aec329ca6c15a053ede2f256cea686670d13afdc,2026-08-26T11:40:34-07:00,3,EXISTS,,,PAGE
MODIFIED / UPDATED,add-business.tsx,src/pages/business-directory/add-business.tsx,src/pages/business-directory,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/business-directory,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/business-directory/add-business.tsx,73d7f8290f2af84eadea20e6c0d459ce71ffc1ca,2026-08-10T21:54:46-07:00,dea50fb5dc1497ba6bfa317bccc2afb4d09bc413,2026-08-11T22:28:56-07:00,3,EXISTS,,,PAGE
MODIFIED / UPDATED,course-dashboard.tsx,src/pages/course-dashboard.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/course-dashboard.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,course-enrollment.tsx,src/pages/course-enrollment.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/course-enrollment.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,dashboard.tsx,src/pages/creator/dashboard.tsx,src/pages/creator,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/creator,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/creator/dashboard.tsx,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,f0110c5aaed1656458704165cfe3115fedada1df,2026-08-27T08:17:39-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,financial-literacy.tsx,src/pages/financial-literacy.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/financial-literacy.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,evidence.tsx,src/pages/founding-membership/evidence.tsx,src/pages/founding-membership,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/founding-membership,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/founding-membership/evidence.tsx,466b886eaaea379c36896378374c38515ae76b02,2026-08-10T14:34:41-07:00,c996a1b4d5b02b3b9dcfa65c245d234462072065,2026-08-12T11:53:52-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,founding-principle.tsx,src/pages/founding-principle.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/founding-principle.tsx,ccf1172667c54d8aa0c4d87fd14111b40e163259,2026-08-10T09:42:24-07:00,dea50fb5dc1497ba6bfa317bccc2afb4d09bc413,2026-08-11T22:28:56-07:00,3,EXISTS,,,PAGE
MODIFIED / UPDATED,index.tsx,src/pages/index.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/index.tsx,ccf1172667c54d8aa0c4d87fd14111b40e163259,2026-08-10T09:42:24-07:00,94b0f45957a48e1100445e98ba1c2509e9eda223,2026-08-26T16:26:58-07:00,11,EXISTS,,,PAGE
MODIFIED / UPDATED,job-listings.tsx,src/pages/job-listings.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/job-listings.tsx,aec329ca6c15a053ede2f256cea686670d13afdc,2026-08-26T11:40:34-07:00,aec329ca6c15a053ede2f256cea686670d13afdc,2026-08-26T11:40:34-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,jobs.tsx,src/pages/jobs.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/jobs.tsx,aec329ca6c15a053ede2f256cea686670d13afdc,2026-08-26T11:40:34-07:00,aec329ca6c15a053ede2f256cea686670d13afdc,2026-08-26T11:40:34-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,join-the-mission.tsx,src/pages/join-the-mission.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/join-the-mission.tsx,ccf1172667c54d8aa0c4d87fd14111b40e163259,2026-08-10T09:42:24-07:00,5fa3db91f0d81e61f8218fd007bb008b9de1e4bc,2026-08-11T21:51:15-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,learning.tsx,src/pages/learning.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/learning.tsx,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,b9efc79a9c13a2ce8fbc8db397a7e30cbdc13ec4,2026-08-26T16:08:59-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,index.tsx,src/pages/marketplace/index.tsx,src/pages/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace/index.tsx,ceeb5957132d575d7b91458de9eb06d147413839,2026-08-26T08:21:23-07:00,ac8831a69a5d510bb356aab3d0fd0490a135e6d6,2026-08-26T09:18:51-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,[id].tsx,src/pages/marketplace/product/[id].tsx,src/pages/marketplace/product,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace/product,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/marketplace/product/[id].tsx,ceeb5957132d575d7b91458de9eb06d147413839,2026-08-26T08:21:23-07:00,ac8831a69a5d510bb356aab3d0fd0490a135e6d6,2026-08-26T09:18:51-07:00,2,EXISTS,,,PAGE
MODIFIED / UPDATED,music.tsx,src/pages/music.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music.tsx,706273a206c87a02987b4c5802a1ca458e1ed42a,2026-08-26T15:50:21-07:00,706273a206c87a02987b4c5802a1ca458e1ed42a,2026-08-26T15:50:21-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,join.tsx,src/pages/music/join.tsx,src/pages/music,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music/join.tsx,706273a206c87a02987b4c5802a1ca458e1ed42a,2026-08-26T15:50:21-07:00,706273a206c87a02987b4c5802a1ca458e1ed42a,2026-08-26T15:50:21-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,pricing.tsx,src/pages/music/pricing.tsx,src/pages/music,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/music/pricing.tsx,706273a206c87a02987b4c5802a1ca458e1ed42a,2026-08-26T15:50:21-07:00,706273a206c87a02987b4c5802a1ca458e1ed42a,2026-08-26T15:50:21-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,payment-success.tsx,src/pages/payment-success.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/payment-success.tsx,665a1193d180d9c3c2bc79dda6bba8310d477416,2026-08-25T17:35:37-07:00,665a1193d180d9c3c2bc79dda6bba8310d477416,2026-08-25T17:35:37-07:00,1,EXISTS,,,PAGE
MODIFIED / UPDATED,pricing.tsx,src/pages/pricing.tsx,src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages,/Users/blackforge/workspace/bwe/repos/repo_clean/src/pages/pricing.tsx,5fa3db91f0d81e61f8218fd007bb008b9de1e4bc,2026-08-11T21:51:15-07:00,fad902f66bdcfe6109e9e2cb2a5c85e0e958969b,2026-08-26T14:33:15-07:00,3,EXISTS,,,PAGE
